ElementID,Verdict,PropID,CentroidX,CentroidY,CentroidZ,MinEdge_mm,AspectRatio,MaxAngle_deg,Action
556702,COLLAPSED,17,-17067.049,-2316.438,8044.269,0.007,5372.206,331.616,auto_convert_TRIA3
557197,BOWTIE,17,-17053.487,-2308.989,8066.256,2.5,16.191,360,auto_reorder
557524,COLLAPSED,17,-20312.049,-2316.438,8044.269,0.007,5372.206,331.616,auto_convert_TRIA3
558149,BOWTIE,17,-20298.487,-2308.988,8066.256,2.5,16.191,360,auto_reorder
558444,COLLAPSED,17,-23557.049,-2316.438,8044.269,0.007,5372.206,331.616,auto_convert_TRIA3
559101,BOWTIE,17,-23543.488,-2308.989,8066.256,2.5,16.19,298.173,auto_reorder
559241,COLLAPSED,17,-30047.049,-2316.438,8044.269,0.007,5372.206,331.616,auto_convert_TRIA3
560053,BOWTIE,17,-30033.487,-2308.989,8066.256,2.5,16.19,298.173,auto_reorder
560108,COLLAPSED,17,-33292.041,-2316.432,8044.269,0.007,5372.206,331.548,auto_convert_TRIA3
561007,BOWTIE,17,-33278.488,-2308.989,8066.256,2.5,16.19,360,auto_reorder
561067,COLLAPSED,17,-36537.002,-2316.956,8045.436,0.007,5372.206,329.587,auto_convert_TRIA3
561574,BOWTIE,17,-36522.934,-2310.16,8062.967,2.5,15.551,359.991,auto_reorder
562498,BOWTIE,17,-17053.488,2309.064,8066.255,2.5,16.189,360,auto_reorder
562886,COLLAPSED,17,-17067.043,2316.508,8044.27,0.007,5372.206,331.565,auto_convert_TRIA3
563457,BOWTIE,17,-20298.488,2309.059,8066.264,2.5,16.203,360,auto_reorder
563844,COLLAPSED,17,-20312.053,2316.515,8044.269,0.007,5372.206,331.65,auto_convert_TRIA3
564330,BOWTIE,17,-23543.487,2309.063,8066.256,2.5,16.191,360,auto_reorder
564793,COLLAPSED,17,-23557.043,2316.508,8044.27,0.007,5372.206,331.565,auto_convert_TRIA3
567232,BOWTIE,17,-36522.951,2310.264,8062.918,2.5,15.551,360,auto_reorder
567633,COLLAPSED,17,-36536.846,2316.901,8045.414,0.007,5059.849,327.979,auto_convert_TRIA3
595422,COLLAPSED_TO_LINE,17,-36574.091,-2273.236,8059.177,0,93868.381,270.004,MANUAL_delete
595424,COLLAPSED_TO_LINE,17,-36549.293,-2305.425,8059.177,0,93868.381,270.047,MANUAL_delete
595427,COLLAPSED_TO_LINE,17,-36574.091,2273.311,8059.177,0,93868.372,270.014,MANUAL_delete
595429,COLLAPSED_TO_LINE,17,-36549.293,2305.499,8059.177,0,93868.367,270.047,MANUAL_delete
597946,COLLAPSED,17,-36537.053,2316.515,8044.269,0.007,5059.849,331.65,auto_convert_TRIA3
611297,COLLAPSED,7,-40129.022,-422.579,9074.177,0,480446.792,327.969,auto_convert_TRIA3
613969,COLLAPSED_TO_LINE,7,-47624.834,2484.372,8164.177,0.001,65209.213,270,MANUAL_delete
613973,COLLAPSED_TO_LINE,7,-47663.818,2485.492,8164.177,0.001,65209.201,270,MANUAL_delete
613981,COLLAPSED_TO_LINE,7,-47741.786,2487.733,8164.177,0.001,65209.212,270,MANUAL_delete
613989,COLLAPSED,7,-47784.251,2492.614,8164.177,0.001,92644.651,321.596,auto_convert_TRIA3
614108,COLLAPSED,7,-47837.151,239.127,8164.177,0.001,102331.5,317.173,auto_convert_TRIA3
614306,SLIVER,7,-47219.34,2594.868,8164.177,0.087,607.143,316.925,MANUAL_remesh
614375,COLLAPSED,7,-47595.258,2494.506,8164.177,0.001,98296.978,318.329,auto_convert_TRIA3
614400,SLIVER,7,-47238.135,2615.61,8164.177,0.087,679.984,315.379,MANUAL_remesh
614710,COLLAPSED,7,-47660.201,234.042,8164.177,0.001,95436.022,316.787,auto_convert_TRIA3
615284,COLLAPSED,7,-44024.102,179.054,9074.177,0.001,55969.233,317.663,auto_convert_TRIA3
14792,COLLAPSED_TO_LINE,2,-46680.124,2592.51,8512.421,0.003,4170.518,359.986,MANUAL_delete
30617,COLLAPSED_TO_LINE,2,-46966.159,2400.756,8501.243,0.001,21700.268,359.998,MANUAL_delete
40871,BAD_TRIA,3,-10908.382,-771.763,8517.87,17.054,2.288,180,MANUAL_remesh
70386,COLLAPSED_TO_LINE,3,-46680.223,2589.036,8525.635,0.003,15854.347,359.996,MANUAL_delete
74142,COLLAPSED_TO_LINE,3,-14153.391,2500.051,8929.077,0.02,1.639,322.389,MANUAL_delete
74218,COLLAPSED_TO_LINE,3,-17398.391,2500.051,8929.077,0.02,1.639,322.389,MANUAL_delete
74265,COLLAPSED_TO_LINE,3,-20643.391,2500.051,8929.077,0.02,1.639,322.389,MANUAL_delete
74312,COLLAPSED_TO_LINE,3,-23888.391,2500.051,8929.077,0.02,1.639,322.389,MANUAL_delete
74440,COLLAPSED_TO_LINE,3,-17398.391,-2499.976,8929.077,0.02,1.639,322.389,MANUAL_delete
74532,COLLAPSED_TO_LINE,3,-14153.391,-2499.976,8929.077,0.02,1.639,322.389,MANUAL_delete
74625,COLLAPSED_TO_LINE,3,-23888.391,-2499.976,8929.077,0.02,1.639,322.389,MANUAL_delete
74679,COLLAPSED_TO_LINE,3,-20643.391,-2499.976,8929.077,0.02,1.639,322.389,MANUAL_delete
94365,COLLAPSED_TO_LINE,3,-30378.391,-2499.976,8929.077,0.02,1.639,322.389,MANUAL_delete
101929,COLLAPSED_TO_LINE,3,-38591.62,-2499.983,9074.177,0.001,43127.218,359.999,MANUAL_delete
108710,COLLAPSED_TO_LINE,3,-38618.382,2500.057,9074.177,0,2.281,333.997,MANUAL_delete
127224,BAD_TRIA,3,-45627.336,2558.78,8460.932,4.57,8.613,359.995,MANUAL_remesh
128079,BAD_TRIA,3,-45783.271,2563.261,8483.364,10.804,3.728,359.998,MANUAL_remesh
156132,BAD_TRIA,4,-4993.381,0.037,19108.377,8.85,4.449,359.991,MANUAL_remesh
165012,COLLAPSED_TO_LINE,6,-38620.195,2502.44,9074.177,0.001,10122.032,359.995,MANUAL_delete
181440,COLLAPSED_TO_LINE,6,-23888.391,2500.051,9074.177,0.02,1.639,322.389,MANUAL_delete
181757,COLLAPSED_TO_LINE,6,-20643.391,2500.051,9074.177,0.02,1.639,322.389,MANUAL_delete
182074,COLLAPSED_TO_LINE,6,-14153.391,2500.051,9074.177,0.02,1.639,322.389,MANUAL_delete
182398,COLLAPSED_TO_LINE,6,-17398.391,2500.051,9074.177,0.02,1.639,322.389,MANUAL_delete
186869,BAD_TRIA,6,-14153.392,2480.746,8059.177,16.663,2.477,359.936,MANUAL_remesh
186898,COLLAPSED_TO_LINE,6,-14153.391,-2499.976,9074.177,0.02,1.639,322.389,MANUAL_delete
187222,COLLAPSED_TO_LINE,6,-23888.391,-2499.976,9074.177,0.02,1.639,322.389,MANUAL_delete
187537,COLLAPSED_TO_LINE,6,-20643.391,-2499.976,9074.177,0.02,1.639,322.389,MANUAL_delete
187852,COLLAPSED_TO_LINE,6,-17398.391,-2499.976,9074.177,0.02,1.639,322.389,MANUAL_delete
232588,BAD_TRIA,7,-42006.38,174.192,7634.177,8.967,4.373,359.993,MANUAL_remesh
251003,BAD_TRIA,7,-8567.848,2500.037,18816.677,12.156,3.231,180,MANUAL_remesh
256419,BAD_TRIA,7,-8567.939,-2499.963,18816.677,12.429,3.16,180,MANUAL_remesh
257917,BAD_TRIA,7,-8524.771,-2499.963,19446.677,13.573,2.957,180,MANUAL_remesh
342826,BAD_TRIA,8,-42546.382,2500.057,8339.441,4.209,9.504,359.998,MANUAL_remesh
482612,COLLAPSED_TO_LINE,14,-4643.121,1085.118,8474.677,0.002,23044.36,359.998,MANUAL_delete
483129,COLLAPSED_TO_LINE,14,-2343.121,1139.482,8474.677,0.002,23050.074,359.998,MANUAL_delete
483221,COLLAPSED_TO_LINE,14,-1094.806,1168.992,8031.677,0.003,14533.638,359.996,MANUAL_delete
483544,COLLAPSED_TO_LINE,14,-2343.08,-1250.493,8474.677,0.002,17137.952,359.997,MANUAL_delete
486419,COLLAPSED_TO_LINE,14,-2282.485,-1262.726,8042.007,0.004,8762.648,359.994,MANUAL_delete
486420,COLLAPSED_TO_LINE,14,-1097.834,-1230.245,8041.968,0.002,19178.167,359.997,MANUAL_delete
486479,COLLAPSED_TO_LINE,14,-2296.772,1126.684,8042.015,0.001,42920.466,359.999,MANUAL_delete
486966,COLLAPSED_TO_LINE,14,-1098.089,1155.017,8042.007,0.003,11304.562,359.995,MANUAL_delete
494332,COLLAPSED_TO_LINE,14,-4643.646,1057.328,8474.677,0.002,23031.449,359.998,MANUAL_delete
498035,COLLAPSED_TO_LINE,14,-2343.646,1111.684,8474.677,0.002,23050.032,359.998,MANUAL_delete
498134,COLLAPSED_TO_LINE,14,-1094.994,1141.197,8031.677,0.003,14528.539,359.996,MANUAL_delete
498384,COLLAPSED_TO_LINE,14,-2343.688,-1278.298,8474.677,0.002,17137.952,359.997,MANUAL_delete
498683,COLLAPSED_TO_LINE,14,-2278.969,-1276.523,8031.677,0.004,11273.11,359.995,MANUAL_delete
533448,COLLAPSED_TO_LINE,22,-39297.173,-1872.727,9074.177,0,84400.169,359.999,MANUAL_delete
533615,COLLAPSED_TO_LINE,22,-39395.857,-1948.755,9072.782,0,65766.8,359.999,MANUAL_delete
535321,COLLAPSED_TO_LINE,22,-37237.39,-285.838,9072.782,0,58608.064,359.999,MANUAL_delete
535339,COLLAPSED_TO_LINE,22,-37237.39,285.913,9072.782,0,58608.064,359.999,MANUAL_delete
553676,COLLAPSED_TO_LINE,17,-36867.637,-2252.463,8061.821,0.005,1711.364,359.97,MANUAL_delete
554155,COLLAPSED_TO_LINE,17,-36867.637,2252.537,8061.821,0.005,1711.364,359.97,MANUAL_delete
554179,COLLAPSED_TO_LINE,17,-36929.332,2252.537,8059.177,0.007,2.004,359.997,MANUAL_delete
572444,COLLAPSED_TO_LINE,17,16338.397,-275.056,20226.901,0.003,6592.363,359.992,MANUAL_delete
572449,COLLAPSED_TO_LINE,17,16424.111,-170.807,20234.839,0.003,13072.397,359.996,MANUAL_delete
572502,COLLAPSED_TO_LINE,17,19090.394,-2301.868,20375.973,0.003,13067.171,359.996,MANUAL_delete
572994,COLLAPSED_TO_LINE,17,16417.712,-166.547,20237.903,0.003,6588.182,359.992,MANUAL_delete
572999,COLLAPSED_TO_LINE,17,16344.132,-279.731,20230.607,0.003,13067.171,359.996,MANUAL_delete
573057,COLLAPSED_TO_LINE,17,19096.432,-2306.128,20379.693,0.003,6592.239,359.992,MANUAL_delete
573062,COLLAPSED_TO_LINE,17,19170.373,-2192.944,20380.208,0.003,13072.397,359.996,MANUAL_delete
587071,COLLAPSED_TO_LINE,17,19096.516,2306.235,20379.883,0.003,6608.672,359.993,MANUAL_delete
587074,COLLAPSED_TO_LINE,17,19176.115,2197.705,20383.938,0.003,6589.633,359.993,MANUAL_delete
587414,COLLAPSED_TO_LINE,17,16417.609,166.589,20238.083,0.003,6604.681,359.993,MANUAL_delete
587417,COLLAPSED_TO_LINE,17,16338.027,275.119,20233.71,0.003,6585.905,359.993,MANUAL_delete
587670,COLLAPSED_TO_LINE,17,19096.79,2306.182,20372.826,0.003,6643.061,359.993,MANUAL_delete
587940,COLLAPSED_TO_LINE,17,16338.348,275.052,20226.713,0.003,6608.873,359.993,MANUAL_delete
587943,COLLAPSED_TO_LINE,17,16418.059,166.616,20231.093,0.003,6588.539,359.993,MANUAL_delete
595420,COLLAPSED_TO_LINE,17,-36826.979,-2252.463,8059.177,0,135466.725,360,MANUAL_delete
595421,COLLAPSED_TO_LINE,17,-36846.528,-2252.463,8059.177,0.005,10891.408,360,MANUAL_delete
595423,COLLAPSED_TO_LINE,17,-36594.757,-2246.412,8059.177,0,93868.374,359.999,MANUAL_delete
595425,COLLAPSED_TO_LINE,17,-36826.981,2252.537,8059.177,0,135479.079,360,MANUAL_delete
595426,COLLAPSED_TO_LINE,17,-36846.528,2252.537,8059.177,0.005,10891.408,360,MANUAL_delete
595428,COLLAPSED_TO_LINE,17,-36594.757,2246.487,8059.177,0,93868.372,359.999,MANUAL_delete
608305,COLLAPSED_TO_LINE,17,-36807.432,2240.662,8059.177,0,82298.434,359.999,MANUAL_delete
608367,COLLAPSED_TO_LINE,17,-36807.432,-2240.588,8059.177,0,82298.461,359.999,MANUAL_delete
610857,COLLAPSED_TO_LINE,7,-40097.048,-425.196,9074.177,0,473320.649,360,MANUAL_delete
611313,COLLAPSED_TO_LINE,7,-42026.117,-258.439,9074.177,0,70529.346,359.999,MANUAL_delete
611391,COLLAPSED_TO_LINE,7,-42049.459,-258.439,9074.177,0,89849.927,359.999,MANUAL_delete
611393,COLLAPSED_TO_LINE,7,-42533.305,-258.439,9074.177,0,89849.925,359.999,MANUAL_delete
611495,COLLAPSED_TO_LINE,7,-42556.382,-258.439,9074.177,0,68708.766,359.999,MANUAL_delete
611765,COLLAPSED_TO_LINE,7,-46624.366,217.095,8164.177,0.032,1217.488,359.99,MANUAL_delete
